hex	_owner	_iso_region	pop_14	pop_15_64	pop_65
#D80E17	HTI	HT-AR	265000	345000	22500
#68919C	HTI	HT-NI	98000	125000	8400
#7E7929	HUN	HU-SZ	21500	94500	18500
#D56FA1	HUN	HU-BE	115000	245000	54000
#159BE6	HUN	HU-HB	92000	365000	74000
#BC0B8E	HUN	HU-CS	68500	285000	64000
#E41988	HUN	HU-GS	82500	285000	68000
#E011D3	HUN	HU-SN	16500	78500	16500
#D4E9DC	HUN	HU-VA	42500	185000	44500
#996B24	HUN	HU-BK	86500	345000	82000
#875E29	HUN	HU-SD	22500	96500	22500
#A26CA6	HUN	HU-ZA	44500	195000	48500
#E96B1E	HUN	HU-SO	52500	225000	54500
#1F7E8F	HUN	HU-BA	64500	275000	68000
#715BF3	HUN	HU-BZ	102000	265000	58500
#B75251	HUN	HU-NO	18500	74500	18500
#18BDC0	HUN	HU-ST	9500	42500	10500
#F9F575	HUN	HU-KE	19500	78500	18500
#B20AD1	HUN	HU-PE	175000	725000	165000
#742BB9	HUN	HU-JN	64500	265000	62500
#7A8FBD	HUN	HU-FE	68500	295000	68500
#B4EF23	HUN	HU-VE	58500	245000	58500
#B57D77	HUN	HU-TO	46500	185000	46500
#5FBE80	HUN	HU-SK	10500	44500	11500
#61369C	HUN	HU-BU	225000	1180000	365000
#C314BC	HUN	HU-ED	10200	41500	10500
#665BEB	HUN	HU-HE	52500	215000	52500
#E55BFF	HUN	HU-EG	8600	38500	9200
#76EB9F	HUN	HU-MI	26500	115000	28500
#BA3F37	HUN	HU-HV	8400	36500	9500
#263E26	HUN	HU-DU	8500	37500	9200
#E0EAB8	HUN	HU-KM	145000	305000	74000
#59EB69	HUN	HU-TB	11500	48500	12500
#3CA552	HUN	HU-GY	21500	88500	22500
#BF9374	HUN	HU-SH	10500	44500	11500
#C5BDD5	HUN	HU-ZE	9800	42500	10500
#20D5F3	HUN	HU-NK	9200	38500	9600
#AF694D	HUN	HU-VM	8200	36500	8800
#ACAC8E	HUN	HU-KV	18500	78500	19500
#6236AC	HUN	HU-PS	28500	118000	28500
#F5DDB9	HUN	HU-SS	14500	58500	14500
#9D0C17	HUN	HU-SF	16500	68500	17500
#7AD2BF	HUN	HU-BC	12500	54500	13500
#560C52	HUN	HU-DE	32500	142000	34500
#3849AD	HUN	HU-NY	19500	84500	19500
#0FD3DC	IDN	ID-KI	965000	2150000	115000
#B18054	IDN	ID-NT	1450000	2350000	185000
#3DDE6B	IDN	ID-KB	1150000	2450000	125000
#686F47	IDN	ID-PA	745000	1250000	58000
#B42036	IDN	ID-JI	9850000	22500000	1950000
#3E2CB8	IDN	ID-MA	485000	865000	38000
#1FD8F3	IDN	ID-NB	1050000	1950000	145000
#5EFD60	IDN	ID-SN	2150000	4450000	365000
#D3DEDC	IDN	ID-JT	7850000	19800000	2650000
#17CB71	IDN	ID-JB	10500000	23500000	1650000
#215BD2	IDN	ID-JK	2350000	5850000	185000
#DCFCC6	IDN	ID-BT	2450000	5650000	385000
#449C3C	IDN	ID-YO	645000	2050000	365000
#6A6126	IDN	ID-SG	585000	1150000	62000
#636CFB	IDN	ID-PB	185000	365000	14500
#8E6ED0	IDN	ID-ST	645000	1250000	68000
#3A3B4C	IDN	ID-MU	465000	785000	36000
#9CC445	IDN	ID-KR	365000	685000	28000
#A79527	IDN	ID-RI	1450000	2850000	125000
#F1EC0E	IDN	ID-GO	245000	515000	28500
#B84312	IDN	ID-SA	685000	1350000	74000
#FDA540	IDN	ID-SR	2450000	4850000	295000
#59FF82	IDN	ID-JA	685000	1450000	78000
#76E578	IDN	ID-SS	2150000	4150000	245000
#384967	IDN	ID-LA	2150000	4450000	285000
#AD9F4D	IDN	ID-BE	465000	925000	48000
#B44B4F	IDN	ID-SB	1350000	2650000	185000
#FDF573	IDN	ID-SU	3650000	7450000	425000
#7B4219	IDN	ID-AC	1250000	2450000	135000
#4BB07B	IDN	ID-KT	645000	1450000	58000
#A3E565	IDN	ID-KS	985000	1850000	94000
#906670	IDN	ID-BA	965000	1950000	185000
#2733E8	IDN	ID-BB	325000	645000	34000
#BC85D3	IMN	IM-X01~	13500	48500	13500
#D4D88C	IND	IN-LA	72000	145000	14500
#C62F44	IND	IN-AR	425000	625000	38000
#19D6DF	IND	IN-SK	185000	325000	22000
#E71955	IND	IN-WB	26500000	49500000	4150000
#4BE782	IND	IN-AS	9850000	15500000	1250000
#A18341	IND	IN-UT	3250000	4850000	465000
#E5E50F	IND	IN-NL	725000	1150000	82000
#7589BF	IND	IN-MN	765000	1250000	115000
#1E15E0	IND	IN-MZ	345000	515000	38000
#C95AEC	IND	IN-TR	1050000	1950000	195000
#C34C0C	IND	IN-ML	945000	1250000	85000
#276BBE	IND	IN-PB	8250000	14200000	1850000
#E587CA	IND	IN-RJ	21500000	31500000	2450000
#472417	IND	IN-GJ	16500000	30500000	3150000
#9CC85E	IND	IN-HP	1950000	3650000	465000
#BD40FE	IND	IN-JK	3650000	5850000	540000
#B69C84	IND	IN-BR	34500000	43500000	4150000
#A2E99B	IND	IN-UP	64500000	91500000	9200000
#57FCED	IND	IN-AP	13500000	26500000	2850000
#CDC294	IND	IN-OR	12500000	21500000	2250000
#E048F6	IND	IN-DH	16500	38500	3200
#FE8153	IND	IN-MH	31500000	59500000	5850000
#FE44C3	IND	IN-GA	345000	925000	98000
#28ACB8	IND	IN-KA	16500000	32500000	3850000
#A2C2AB	IND	IN-KL	8250000	20500000	2850000
#5DAE23	IND	IN-PY	285000	625000	68000
#4ED07D	IND	IN-TN	16500000	40500000	5200000
#59C826	IND	IN-LD	24500	34500	2800
#E766EB	IND	IN-AN	115000	225000	12500
#7EF06C	IND	IN-JH	10500000	14500000	1350000
#784676	IND	IN-DL	4450000	8850000	545000
#AB5297	IND	IN-CH	285000	565000	48000
#78C222	IND	IN-MP	22500000	34500000	3250000
#8E4594	IND	IN-CT	8250000	11500000	1350000
#775646	IND	IN-HR	7450000	12500000	1450000
#117DC7	IND	IN-TG	10500000	18500000	2150000
#6A3548	IOA	-99-X15~	60	320	10
#AF7DDB	IOA	-99-X14~	40	240	5
#F3F333	IOT	IO-X01~	0	3200	0
#18183A	IRL	IE-DL	32500	84500	18500
#EC98D2	IRL	IE-LM	6800	19500	4200
#B5DEC7	IRL	IE-CN	12500	34500	8500
#617A8A	IRL	IE-MN	11500	31500	7200
#9DAB87	IRL	IE-LH	24500	68500	11500
#D695CB	IRL	IE-D	195000	745000	145000
#1529C2	IRL	IE-D	34500	115000	24500
#67569F	IRL	IE-WW	24500	74500	13500
#FF334A	IRL	IE-WX	28500	74500	14500
#FBBF1E	IRL	IE-KK	18500	51500	10500
#C6A259	IRL	IE-WD	24500	64500	12500
#BA7F31	IRL	IE-CO	98000	285000	54000
#FAC360	IRL	IE-CO	26500	78500	14500
#9D6831	IRL	IE-KY	29500	82500	19500
#89956C	IRL	IE-LK	38500	115000	21500
#52A0BB	IRL	IE-CE	24500	64500	14500
#FFEC9F	IRL	IE-G	42500	128000	24500
#2A2247	IRL	IE-G	14500	46500	6800
#4D6467	IRL	IE-MO	28500	72500	16500
#E43637	IRL	IE-SO	13500	36500	8400
#5B473C	IRL	IE-MH	32500	92500	12500
#9D14B4	IRL	IE-D	42500	135000	22500
#2E3A3E	IRL	IE-KE	41500	108000	14500
#FB993E	IRL	IE-CW	11500	28500	5800
#2FDD95	IRL	IE-LS	14500	36500	7200
#370C81	IRL	IE-D	48500	145000	28500
#F5D1C7	IRL	IE-OY	16500	38500	8400
#BE4796	IRL	IE-WH	18500	44500	8800
#F8BC96	IRL	IE-LD	8200	19500	4800
#E1F83E	IRL	IE-RN	12500	31500	8500
#F2E25C	IRL	IE-TA	16500	44500	9400
#2EC569	IRL	IE-TA	14500	38500	8200
#993EAD	IRL	IE-WD	10500	28500	6200
#A980DD	IRL	IE-LK	12500	34500	6800
#2F39F5	IRN	IR-02	645000	1350000	82000
#405328	IRN	IR-01	985000	2050000	145000
#BCB1D8	IRN	IR-03	1050000	2350000	165000
#8D9793	IRN	IR-19	865000	1750000	115000
#5370DC	IRN	IR-16	625000	1250000	72000
#6640FB	IRN	IR-17	645000	1350000	78000
#38B6BF	IRN	IR-05	425000	865000	48000
#ED6149	IRN	IR-10	1050000	2150000	135000
#321DF3	IRN	IR-31	245000	485000	28000
#209696	IRN	IR-27	2250000	4450000	285000
#A579F1	IRN	IR-30	845000	1750000	115000
#9F5478	IRN	IR-29	385000	745000	44000
#A61CE4	IRN	IR-13	1450000	3150000	215000
#94A9CC	IRN	IR-06	285000	545000	32000
#ECD264	IRN	IR-23	2350000	4850000	315000
#E98CDC	IRN	IR-21	465000	925000	54000
#5355DF	IRN	IR-12	385000	765000	44000
#CD8E55	IRN	IR-11	585000	1150000	72000
#B01E8E	IRN	IR-28	225000	445000	24000
#823A2A	IRN	IR-22	865000	1750000	105000
#B7EEE8	IRN	IR-04	325000	645000	38000
#FB23C9	IRN	IR-08	565000	1150000	68000
#27FA20	IRN	IR-18	245000	465000	26000
#8C3687	IRN	IR-14	845000	1650000	98000
#F56723	IRN	IR-15	525000	1050000	62000
#C1B279	IRN	IR-24	385000	765000	42000
#37130C	IRN	IR-20	345000	685000	38000
#57FD90	IRN	IR-25	225000	425000	24000
#20117E	IRN	IR-26	165000	325000	18500
#877222	IRN	IR-07	2650000	6450000	425000
#5CC4A7	IRN	IR-07	145000	345000	22000
#C43F5C	IRQ	IQ-DA	325000	445000	22000
#0A8437	IRQ	IQ-AR	525000	685000	34000
#A81E1F	IRQ	IQ-BA	565000	745000	38000
#75F55D	IRQ	IQ-MU	245000	315000	16500
#923AF8	IRQ	IQ-SU	385000	485000	24000
#8A508D	IRQ	IQ-DI	465000	615000	28000
#82F3B7	IRQ	IQ-WA	345000	445000	22000
#11A6BD	IRQ	IQ-MA	325000	425000	19500
#D0A593	IRQ	IQ-AN	585000	765000	36000
#CD942F	IRQ	IQ-NA	525000	685000	32000
#E8DBAD	IRQ	IQ-NI	925000	1150000	54000
#C584FF	IRQ	IQ-SD	845000	1050000	48000
#4C6937	IRQ	IQ-TS	365000	465000	22000
#5F7F6F	IRQ	IQ-BG	2350000	3150000	165000
#63730B	IRQ	IQ-BB	485000	625000	28000
#57C2C1	IRQ	IQ-QA	345000	445000	21500
#B5950D	IRQ	IQ-DQ	385000	485000	24000
#BF99A1	IRQ	IQ-KA	325000	415000	18500
#AC9A44	ISL	IS-7	4600	11500	2200
#F4BA76	ISL	IS-8	8200	20500	3800
#1D7422	ISL	IS-2	5400	14500	2800
#AD0FB9	ISL	IS-0	36500	108000	18500
#42B02D	ISL	IS-1	4800	11800	2100
#1C634C	ISL	IS-3	5800	14500	2800
#3127E4	ISL	IS-4	2400	6200	1200
#B8D862	ISL	IS-5	3200	7800	1600
#F4353E	ISL	IS-6	5200	12500	2400
#A48D31	ISR	IL-D	285000	465000	54000
#B837D2	ISR	IL-Z	425000	785000	94000
#77BACF	ISR	IL-HA	245000	465000	78000
#237B97	ISR	IL-M	365000	725000	82000
#4E4B76	ISR	IL-JM	285000	385000	54000
#A17CF4	ISR	IL-TA	265000	745000	145000
#7FE55E	ITA	IT-AO	16500	81500	21500
#49DA4C	ITA	IT-VB	21500	108000	32500
#8E82A2	ITA	IT-VA	115000	565000	145000
#A61374	ITA	IT-CO	78500	365000	92000
#C9745E	ITA	IT-SO	24500	118000	36500
#1CA36D	ITA	IT-BZ	82500	315000	68500
#0E1D8F	ITA	IT-IM	18500	86500	24500
#EB1AE0	ITA	IT-CN	76500	365000	115000
#F3F232	ITA	IT-TO	285000	1480000	465000
#C8CCC9	ITA	IT-RN	36500	185000	62500
#6AC7D0	ITA	IT-PU	48500	225000	74500
#2B1B75	ITA	IT-BL	28500	138000	44500
#C8DC94	ITA	IT-UD	68500	345000	105000
#CD330E	ITA	IT-GO	16500	92500	31500
#4DC0E8	ITA	IT-TS	26500	152000	64500
#9CCCED	ITA	IT-VE	105000	545000	165000
#135D73	ITA	IT-PD	115000	565000	165000
#366AC0	ITA	IT-RO	32500	155000	58500
#F23F34	ITA	IT-FE	38500	215000	88500
#9ECA20	ITA	IT-RA	42500	225000	86500
#26AAC1	ITA	IT-FC	44500	228000	78500
#675281	ITA	IT-AN	62500	295000	96500
#216611	ITA	IT-MC	42500	195000	64500
#F5EB5A	ITA	IT-FM	21500	105000	34500
#259866	ITA	IT-AP	28500	135000	42500
#F27983	ITA	IT-TE	41500	205000	54500
#569091	ITA	IT-PE	42500	208000	52500
#463E1F	ITA	IT-CH	52500	255000	74500
#400D3B	ITA	IT-CB	31500	155000	44500
#C6966C	ITA	IT-FG	105000	445000	94500
#348822	ITA	IT-BT	64500	245000	48500
#286764	ITA	IT-BA	185000	765000	165000
#AF877A	ITA	IT-BR	62500	265000	74500
#58FA0F	ITA	IT-LE	115000	525000	145000
#4B40E2	ITA	IT-TA	94500	385000	92500
#AA5015	ITA	IT-MT	32500	135000	34500
#8BB14E	ITA	IT-CS	108000	465000	135000
#358868	ITA	IT-KR	31500	112000	28500
#C436E8	ITA	IT-CZ	56500	245000	64500
#256686	ITA	IT-RC	92500	365000	98500
#87DEFA	ITA	IT-VV	26500	108000	32500
#8F13DC	ITA	IT-PZ	58500	255000	72500
#3A86CF	ITA	IT-SA	185000	715000	165000
#53EFDF	ITA	IT-NA	615000	2050000	385000
#B4A270	ITA	IT-CE	165000	565000	94500
#579244	ITA	IT-LT	74500	325000	82500
#58D4D8	ITA	IT-RM	515000	2550000	685000
#7884D4	ITA	IT-VT	38500	195000	64500
#EDCB54	ITA	IT-GR	24500	138000	52500
#7B6D3B	ITA	IT-LI	32500	205000	86500
#80E3BF	ITA	IT-PI	48500	265000	84500
#DB5E21	ITA	IT-LU	46500	245000	88500
#AF9634	ITA	IT-MS	21500	128000	52500
#8D7053	ITA	IT-SP	24500	138000	56500
#9094C1	ITA	IT-GE	94500	545000	225000
#74ECDA	ITA	IT-SV	28500	165000	78500
#DB10B4	ITA	IT-TP	74500	285000	68500
#5E2A4C	ITA	IT-ME	98500	415000	125000
#664D72	ITA	IT-PA	215000	785000	195000
#2ECD8F	ITA	IT-AG	76500	285000	78500
#5C8FF4	ITA	IT-CL	44500	175000	46500
#B736C9	ITA	IT-RG	48500	195000	52500
#13224B	ITA	IT-SR	64500	255000	64500
#C77170	ITA	IT-CT	185000	685000	165000
#EA6A8B	ITA	IT-CI	18500	86500	22500
#D8BF39	ITA	IT-SS	46500	215000	58500
#FEC9DC	ITA	IT-NU	24500	108000	32500
#12F5D5	ITA	IT-OT	19500	92500	24500
#68A83B	ITA	IT-OR	21500	105000	36500
#FCD496	ITA	IT-VS	14500	66500	18500
#64F3E3	ITA	IT-CA	68500	345000	88500
#13F9EE	ITA	IT-OG	8500	38500	11500
#EC0FFB	ITA	IT-EN	28500	115000	36500
#2435AF	ITA	IT-BN	46500	185000	56500
#582BF9	ITA	IT-AT	26500	138000	52500
#EF9450	ITA	IT-BG	145000	665000	175000
#865AC6	ITA	IT-BS	165000	745000	195000
#4A8C46	ITA	IT-CR	44500	225000	78500
#6B9342	ITA	IT-MN	51500	245000	82500
#462B7E	ITA	IT-MI	485000	2450000	725000
#E412E0	ITA	IT-LC	46500	215000	54500
#18F79A	ITA	IT-MB	105000	515000	145000
#F07DA7	ITA	IT-LO	28500	135000	41500
#F0F28F	ITA	IT-SI	31500	165000	62500
#232E23	ITA	IT-AR	41500	205000	74500
#C2E533	ITA	IT-FI	115000	625000	225000
#34462E	ITA	IT-VC	21500	112000	44500
#39B1A9	ITA	IT-PV	62500	335000	115000
#8EFABD	ITA	IT-RI	19500	96500	34500
#E8EEC1	ITA	IT-NO	44500	215000	64500
#1AD9B5	ITA	IT-AL	51500	275000	105000
#3ADE97	ITA	IT-TN	76500	315000	82500
#1D412E	ITA	IT-VI	115000	525000	135000
#69FB8C	ITA	IT-VR	125000	565000	155000
#DA7023	ITA	IT-TV	118000	535000	125000
#97E446	ITA	IT-PC	36500	175000	64500
#CC62FC	ITA	IT-PR	54500	265000	84500
#FA1E5B	ITA	IT-RE	64500	315000	92500
#7DA918	ITA	IT-MO	86500	425000	125000
#99D01B	ITA	IT-BO	105000	615000	225000
#7E8D7E	ITA	IT-PT	36500	175000	62500
#ABE6EB	ITA	IT-TR	26500	145000	48500
#439846	ITA	IT-PG	82500	405000	135000
#FCB86E	ITA	IT-FR	74500	315000	94500
#1556DC	ITA	IT-AV	76500	285000	68500
#9728F7	ITA	IT-AQ	42500	205000	54500
#5B4749	ITA	IT-PN	41500	195000	54500
#7D99DC	ITA	IT-IS	12500	58500	18500
#29F6D5	ITA	IT-BI	21500	115000	44500
#810B77	ITA	IT-PO	32500	155000	38500
#F49714	JAM	JM-06	21500	58500	6800
#229134	JAM	JM-07	14500	36500	4800
#6ACC11	JAM	JM-08	56500	112000	11500
#FE657C	JAM	JM-09	10500	26500	3400
#47B2AA	JAM	JM-10	36500	72500	8400
#B8164D	JAM	JM-11	24500	48500	6200
#2A3EF6	JAM	JM-12	38500	86500	9400
#E66BD6	JAM	JM-13	54500	105000	11500
#30F0C0	JAM	JM-14	125000	245000	26500
#8EF481	JAM	JM-02	195000	425000	36500
#CDA9E3	JAM	JM-01	24500	52500	6200
#FFD458	JAM	JM-03	18500	42500	4800
#1930AF	JAM	JM-04	26500	56500	6400
#B851C2	JAM	JM-05	22500	54500	6200
#4E5F2B	JEY	JE-X01~	14500	58500	14500
#92DB61	JOR	JO-IR	365000	515000	28500
#5F8F9A	JOR	JO-MD	52500	74500	4200
#77EBE0	JOR	JO-KA	84500	115000	6200
#57D238	JOR	JO-AT	18500	24500	1400
#EBCC6E	JOR	JO-AQ	38500	56500	2400
#27BC4C	JOR	JO-BA	125000	175000	8400
#9D89F5	JOR	JO-MA	36500	52500	2800
#76F83B	JOR	JO-MN	32500	46500	2600
#6416EE	JOR	JO-AM	745000	1050000	62500
#D5857B	JOR	JO-AZ	315000	445000	24500
#9EB088	JOR	JO-AJ	42500	62500	3400
#6E83C3	JOR	JO-JA	56500	78500	4200
#4941CA	JPN	JP-46	265000	1150000	315000
#DB186C	JPN	JP-44	195000	765000	225000
#BDF09A	JPN	JP-40	745000	3350000	865000
#F93EB2	JPN	JP-41	125000	545000	165000
#F61422	JPN	JP-42	215000	925000	265000
#F59E61	JPN	JP-43	285000	1180000	325000
#41E16B	JPN	JP-45	165000	725000	215000
#EFD277	JPN	JP-36	115000	515000	185000
#A48580	JPN	JP-37	145000	625000	195000
#D4BADA	JPN	JP-38	215000	945000	265000
#53949D	JPN	JP-39	105000	465000	175000
#7BBF5F	JPN	JP-32	102000	465000	175000
#DE444C	JPN	JP-35	215000	945000	285000
#9E5BE9	JPN	JP-31	82500	365000	125000
#F1C3ED	JPN	JP-28	815000	3550000	965000
#29579B	JPN	JP-26	385000	1750000	425000
#725044	JPN	JP-18	115000	515000	145000
#7F6E68	JPN	JP-17	165000	745000	215000
#6DC26D	JPN	JP-16	155000	685000	225000
#96ADE8	JPN	JP-15	345000	1550000	465000
#4095D1	JPN	JP-06	165000	765000	245000
#D961D6	JPN	JP-05	155000	725000	225000
#802541	JPN	JP-02	215000	925000	265000
#7B1F85	JPN	JP-03	195000	865000	245000
#A776F2	JPN	JP-04	345000	1550000	385000
#41FB3E	JPN	JP-07	285000	1350000	365000
#9C0A68	JPN	JP-08	415000	2050000	465000
#B4E248	JPN	JP-12	885000	4250000	925000
#85E5B7	JPN	JP-13	1450000	8650000	1850000
#9D498E	JPN	JP-14	1250000	6150000	1350000
#263F35	JPN	JP-22	545000	2550000	645000
#6C4421	JPN	JP-23	1050000	5150000	1150000
#1D3C93	JPN	JP-24	265000	1180000	365000
#2D130D	JPN	JP-30	145000	645000	215000
#7D3E45	JPN	JP-27	1250000	6150000	1350000
#CB3ACB	JPN	JP-33	285000	1250000	365000
#4FAFD7	JPN	JP-34	425000	1950000	465000
#7938A4	JPN	JP-01	815000	3850000	965000
#97E962	JPN	JP-47	245000	885000	185000
#F091F9	JPN	JP-10	295000	1350000	385000
#6AA8B3	JPN	JP-20	315000	1450000	415000
#BAEBB6	JPN	JP-09	285000	1350000	345000
#B43A8F	JPN	JP-21	305000	1380000	385000
#BD5BEE	JPN	JP-25	195000	925000	265000
#21DD2A	JPN	JP-11	985000	4850000	1050000
#47FB26	JPN	JP-19	125000	565000	155000
#8A9D12	JPN	JP-29	215000	945000	225000
#727D15	KAB	-99-X05~	585000	865000	64000
#DA76A9	KAS	-99-X06~	1850000	3250000	265000
#85C9C9	KAZ	KZ-VOS	415000	945000	115000
#A69224	KAZ	KZ-ALA	245000	565000	68000
#D6BC86	KAZ	KZ-ZHA	265000	585000	72000
#5CEC78	KAZ	KZ-YUZ	685000	1250000	115000
#30551A	KAZ	KZ-MAN	105000	215000	18500
#3B6254	KAZ	KZ-KZY	205000	365000	32500
#A73120	KAZ	KZ-AKT	195000	425000	48000
#2B8319	KAZ	KZ-SEV	185000	445000	64500
#1DAB3C	KAZ	KZ-KUS	245000	565000	74500
#C82373	KAZ	KZ-PAV	195000	485000	62000
#E274D2	KAZ	KZ-ZAP	185000	385000	44500
#FBED79	KAZ	KZ-ATY	145000	285000	26500
#833AF9	KAZ	KZ-AKM	215000	465000	58000
#72A24F	KAZ	KZ-KAR	315000	865000	115000
#7F0CDA	KAZ	KZ-ALA	265000	785000	92000
#BECCD7	KAZ	KZ-AST	105000	285000	24500
#653FCB	KEN	KE-700	1050000	1080000	68000
#773A2E	KEN	KE-400	1650000	1850000	115000
#55884E	KEN	KE-500	2250000	2450000	155000
#FEE9A9	KEN	KE-300	1150000	1280000	78000
#B0B157	KEN	KE-600	1850000	2150000	125000
#4E9839	KEN	KE-800	465000	485000	28500
#AA6F2D	KEN	KE-110	745000	1350000	32000
#27B6F4	KEN	KE-200	1050000	1250000	74000
#AC8C1F	KGZ	KG-Y	115000	185000	22500
#294025	KGZ	KG-N	92000	145000	18500
#99C28A	KGZ	KG-O	415000	625000	54000
#4D8F67	KGZ	KG-C	175000	285000	34000
#32ADBF	KGZ	KG-T	84000	125000	16500
#CB5ECF	KGZ	KG-J	315000	465000	48000
#75BA8D	KGZ	KG-B	145000	235000	28500
#66BCF4	KGZ	KG-GB	195000	485000	58000
#1C4957	KHM	KH-16	16500	24500	1800
#DC4120	KHM	KH-11	18500	28500	2100
#90D277	KHM	KH-10	32500	48500	3400
#2E4139	KHM	KH-3	265000	385000	26500
#92C78F	KHM	KH-20	11500	18500	1200
#FC12D7	KHM	KH-14	245000	345000	24500
#83F095	KHM	KH-8	365000	515000	36500
#8098C1	KHM	KH-21	285000	445000	31500
#5ADFD1	KHM	KH-7	225000	325000	22500
#FE7C4F	KHM	KH-22	21500	32500	2400
#CB1F82	KHM	KH-13	46500	68500	4800
#AEC6C6	KHM	KH-17	265000	385000	26500
#36B8A9	KHM	KH-1	285000	415000	28500
#DBA88B	KHM	KH-9	24500	36500	2500
#734D6E	KHM	KH-15	68500	96500	6400
#981F5B	KHM	KH-2	195000	285000	19500
#C773B0	KHM	KH-24	14500	21500	1400
#F2B2BE	KHM	KH-19	34500	52500	3600
#BEC8BF	KHM	KH-18	24500	36500	2400
#F16720	KHM	KH-23	12500	18500	1200
#178EE2	KHM	KH-4	215000	315000	21500
#238CBA	KHM	KH-6	325000	485000	32500
#88F596	KHM	KH-5	295000	445000	29500
#7B51BA	KHM	KH-12	285000	685000	42000
#9BD870	KIR	KI-X01~	1450	2850	180
#5D3F4A	KIR	KI-X02~	34500	51500	3200
#806236	KNA	KN-10	850	2100	240
#56CE73	KNA	KN-07	650	1600	180
#495AF4	KNA	KN-04	1150	2850	320
#BCEC4A	KNA	KN-05	680	1700	190
#E65AC9	KNA	KN-12	920	2250	260
#50CE5B	KNA	KN-09	2450	5850	640
#DF3920	KNA	KN-02	1450	3650	420
#8D91E9	KNA	KN-13	480	1200	140
#7B721F	KNA	KN-14	850	2100	240
#0A7EF6	KNA	KN-03	950	2400	280
#7A4FD7	KNA	KN-11	1250	3100	350
#85659B	KNA	KN-08	4200	10500	1150
#72F82E	KNA	KN-01	1850	4650	520
#EDED9B	KNA	KN-06	1150	2850	320
#E2DD18	KOR	KR-42	295000	1050000	115000
#80B143	KOR	KR-41	2150000	6850000	625000
#603F9A	KOR	KR-44	385000	1350000	185000
#0AEF13	KOR	KR-28	525000	1850000	185000
#709F81	KOR	KR-45	365000	1250000	165000
#F15335	KOR	KR-46	385000	1220000	195000
#77D05A	KOR	KR-48	585000	2150000	245000
#BC4325	KOR	KR-26	785000	2750000	285000
#E19D8C	KOR	KR-31	245000	825000	64000
#4755A0	KOR	KR-47	545000	1850000	265000
#12F3D8	KOR	KR-49	125000	365000	48000
#7BEFB2	KOR	KR-11	1850000	7450000	685000
#786820	KOR	KR-30	285000	1020000	72000
#7F6AED	KOR	KR-50	115000	345000	46000
#7930B7	KOR	KR-43	315000	1050000	125000
#42FCE5	KOR	KR-29	315000	1080000	84000
#F40B72	KOR	KR-27	545000	1850000	155000
#5E722C	KOS	XK-X02~	18500	42500	3800
#480A38	KOS	XK-X01~	14500	34500	2800
#5149C7	KOS	XK-X03~	14500	34500	2800
#D4BAFD	KOS	XK-X21~	56500	125000	9400
#4FA7FD	KOS	XK-X05~	26500	62500	4800
#D6FA99	KOS	XK-X27~	19500	46500	3600
#596C0C	KOS	XK-X07~	28500	68500	5200
#F37158	KOS	XK-X24~	26500	62500	4800
#ABCB9C	KOS	XK-X12~	24500	58500	4400
#DCE5A5	KOS	XK-X19~	24500	56500	4200
#B6CA10	KOS	XK-X29~	16500	38500	2900
#D4C4F1	KOS	XK-X30~	16500	38500	2900
#DF111B	KOS	XK-X06~	32500	76500	5800
#F4B77E	KOS	XK-X20~	16500	38500	2800
#D869A9	KOS	XK-X10~	11500	26500	1900
#5DC82A	KOS	XK-X18~	16500	38500	2800
#229ACF	KOS	XK-X17~	24500	56500	4200
#6EC166	KOS	XK-X22~	26500	62500	4600
#DAC470	KOS	XK-X08~	28500	66500	4800
#868F95	KOS	XK-X11~	38500	88500	6800
#A5B521	KOS	XK-X04~	12500	28500	2100
#313A7E	KOS	XK-X14~	24500	56500	4200
#97F94A	KOS	XK-X25~	115000	265000	19500
#A2B1B7	KOS	XK-X26~	46500	108000	8200
#37E8C9	KOS	XK-X15~	14500	34500	2600
#5FCBCA	KOS	XK-X16~	22500	52500	3800
#6AE082	KOS	XK-X09~	19500	46500	3400
#44E2C4	KOS	XK-X13~	16500	38500	2800
#BB2A5C	KOS	XK-X23~	19500	46500	3400
#3D22F4	KOS	XK-X28~	14500	34500	2600
#4D4FDB	KWT	KW-JA	42500	105000	2400
#0A40FD	KWT	KW-AH	105000	245000	5800
#847B4A	KWT	KW-MU	86500	205000	4800
#30C359	KWT	KW-HA	145000	345000	8200
#6E6678	KWT	KW-KU	98500	235000	5600
#7C4DD3	KWT	KW-FA	165000	385000	9400
#8C9DAF	LAO	LA-PH	24500	34500	2400
#8C3F2B	LAO	LA-OU	42500	58500	4200
#B2EAC6	LAO	LA-LM	36500	52500	3600
#99C7EA	LAO	LA-BK	24500	34500	2400
#1F7E3B	LAO	LA-XA	115000	165000	11500
#B8FCD9	LAO	LA-BL	84500	115000	8400
#82B57A	LAO	LA-KH	125000	175000	12500
#51AE3C	LAO	LA-SV	285000	405000	28500
#A09C62	LAO	LA-SL	125000	175000	12500
#E388B0	LAO	LA-VI	125000	175000	12500
#7BD0F8	LAO	LA-VI	185000	265000	18500
#7C669C	LAO	LA-CH	215000	305000	21500
#84110E	LAO	LA-LP	165000	235000	16500
#5C4025	LAO	LA-HO	105000	145000	10500
#EDFBB5	LAO	LA-XI	86500	125000	8600
#C0B6EF	LAO	LA-XE	32500	46500	3200
#D65E59	LAO	LA-AT	38500	54500	3800
